ts,open,high,low,close,volume,volCcyQuote
2025-12-17 10:00:00+00:00,0.12965,0.13016,0.12924,0.12976,77728.08,10083410.5645
2025-12-17 11:00:00+00:00,0.12975,0.13049,0.12968,0.13026,61621.01,8023216.2358
2025-12-17 12:00:00+00:00,0.13027,0.13027,0.12961,0.1301,83846.42,10896018.2611
2025-12-17 13:00:00+00:00,0.13011,0.13132,0.12946,0.13101,188074.73,24508196.9834
2025-12-17 14:00:00+00:00,0.13101,0.13458,0.12933,0.13441,566383.45,74692787.8855
2025-12-17 15:00:00+00:00,0.1344,0.13628,0.12958,0.12988,898536.67,119807944.196
2025-12-17 16:00:00+00:00,0.12987,0.1307,0.12571,0.12737,773956.1,98699111.1243
2025-12-17 17:00:00+00:00,0.12737,0.12804,0.12612,0.12662,251024.49,31875248.1271
2025-12-17 18:00:00+00:00,0.12662,0.12745,0.12523,0.1256,215035.42,27150716.3205
2025-12-17 19:00:00+00:00,0.1256,0.12638,0.12467,0.12637,198995.34,24938199.3492
2025-12-17 20:00:00+00:00,0.12637,0.12774,0.12592,0.12669,127690.04,16205342.0959
2025-12-17 21:00:00+00:00,0.12669,0.12695,0.12565,0.12573,72644.92,9170886.2071
2025-12-17 22:00:00+00:00,0.12574,0.12681,0.12528,0.12661,78497.57,9889383.6354
2025-12-17 23:00:00+00:00,0.12662,0.12663,0.12564,0.12628,79862.74,10070228.6175
2025-12-18 00:00:00+00:00,0.12628,0.1265,0.12597,0.12633,47987.99,6059322.1669
2025-12-18 01:00:00+00:00,0.12634,0.12634,0.12511,0.1255,99696.62,12517078.867
2025-12-18 02:00:00+00:00,0.1255,0.12674,0.12516,0.12619,110755.38,13972983.3757
2025-12-18 03:00:00+00:00,0.1262,0.12623,0.12514,0.12537,85914.98,10788396.318
2025-12-18 04:00:00+00:00,0.12536,0.12584,0.12529,0.12541,69970.59,8785831.6991
2025-12-18 05:00:00+00:00,0.12542,0.12542,0.12376,0.12411,219631.28,27327268.9939
2025-12-18 06:00:00+00:00,0.12411,0.125,0.12392,0.12461,136108.1,16953474.0399
2025-12-18 07:00:00+00:00,0.1246,0.12503,0.1244,0.12477,91561.94,11418165.3366
2025-12-18 08:00:00+00:00,0.12476,0.12564,0.12458,0.12516,135668.2,16990276.5554
2025-12-18 09:00:00+00:00,0.12516,0.12587,0.12475,0.12581,124776.68,15642837.1692
2025-12-18 10:00:00+00:00,0.1258,0.12638,0.12561,0.12629,95083.63,11988132.9839
2025-12-18 11:00:00+00:00,0.1263,0.12633,0.12563,0.12603,71117.56,8955812.1391
2025-12-18 12:00:00+00:00,0.12604,0.12676,0.12571,0.12623,98475.48,12430419.6628
2025-12-18 13:00:00+00:00,0.12623,0.12965,0.12623,0.1292,506894.25,65009536.1196
2025-12-18 14:00:00+00:00,0.1292,0.13043,0.12762,0.12857,418443.9,53960146.5253
2025-12-18 15:00:00+00:00,0.12858,0.13066,0.12782,0.12944,307412.81,39791440.887
2025-12-18 16:00:00+00:00,0.12944,0.12972,0.12838,0.1286,157782.37,20349789.9081
2025-12-18 17:00:00+00:00,0.1286,0.12866,0.12126,0.12356,931684.78,115409572.813
2025-12-18 18:00:00+00:00,0.12355,0.12499,0.12266,0.12309,279431.85,34612391.8346
2025-12-18 19:00:00+00:00,0.12308,0.1233,0.11981,0.12018,372540.77,45230185.3671
2025-12-18 20:00:00+00:00,0.12017,0.12168,0.12002,0.12071,144707.05,17520586.2505
2025-12-18 21:00:00+00:00,0.1207,0.12315,0.12067,0.12313,210646.12,25728592.5293
2025-12-18 22:00:00+00:00,0.12313,0.12366,0.12273,0.12294,74375.91,9163163.1961
2025-12-18 23:00:00+00:00,0.12295,0.12299,0.12185,0.12201,80466.15,9841660.4441
2025-12-19 00:00:00+00:00,0.12202,0.12238,0.12147,0.12225,130634.77,15930833.2477
2025-12-19 01:00:00+00:00,0.12224,0.12224,0.12051,0.12114,111209.78,13482058.4384
2025-12-19 02:00:00+00:00,0.12113,0.12189,0.12053,0.12151,137232.02,16636876.8527
